temp_mean,temp_max,temp_std,delta_to_neighbors,hotspot_fraction,edge_gradient,ambient_temp,load_factor,fault_label
31.41548103,35.15944303,6.590465931,-3.230957594,0.525985243,0.2135885808,29.32203465,0.8642252495,0
39.32498058,41.18088307,2.296477007,-2.200951709,0.2968043371,1.100313105,25.97671157,0.8619194303,1
48.63621936,58.79415153,3.459404271,12.95967385,0.09816213973,1.733174291,40.13753983,0.9300964866,1
50.11744345,54.69833008,2.515241925,7.504323782,0.4943770687,0.743517808,38.0594252,0.7009089892,0
28.84987541,30.71739748,2.482442756,2.879249579,0.3750557725,1.141078088,24.41984032,0.954286171,0
50.44253479,68.05331685,2.798686941,5.771284812,0.5970253064,1.350491631,32.17875998,0.943199168,1
19.42289039,24.6929546,6.202109172,-1.438979796,0.3565507342,0.8898919388,23.28147145,0.5177496988,1
32.48443284,39.01313482,6.463177943,3.562239753,0.7266498045,0.289128418,28.58528798,0.4296718727,0
25.23137275,27.60019242,5.30504561,-3.698549068,0.5710468753,0.4220403731,25.58935098,0.796003151,0
36.32758763,33.91850641,3.308189269,-1.226471225,0.311424523,0.4583935957,34.72198388,0.5812342707,0
31.83255701,36.84244414,5.492849773,6.118822081,0.4225175459,0.3239664777,26.11053249,0.9149312855,0
33.87047902,41.22158151,6.77670311,-6.945502017,0.06859425716,0.3603186446,28.77278934,0.3071845845,0
38.05152132,50.31436274,2.712402025,-3.208565329,0.296724738,0.6391223333,36.57972368,0.4267667441,0
34.31735519,41.50441669,2.054719407,-8.79695839,0.1315989565,0.4527527376,27.38975487,0.4000561416,0
48.12830776,59.28989137,2.530499866,13.45337057,0.5540635379,0.9192166376,42.19269807,0.3492028398,1
19.05531926,15.27665173,2.279750393,2.730017225,0.4307711603,0.8017052174,20.41354858,0.3187818304,0
38.0430727,43.45913109,5.04921066,-8.724771267,0.5900538833,1.34611721,37.23356619,0.3017757965,0
30.54596642,51.3436972,5.819046597,-6.407085803,0.2239328076,0.512169472,27.67122131,0.3607500143,0
30.0915711,30.3617512,5.73465311,3.304612741,0.135306959,1.132853641,27.79360718,0.3208464419,0
39.17292892,54.07681658,2.268091515,1.496463271,0.2253992279,0.5219052572,34.03139606,0.5916896047,0
36.08704543,43.37986658,4.458684514,1.370859944,0.06504720974,0.5522289667,30.68718603,0.6524410511,1
32.06721867,36.85439498,2.827248977,5.018998162,0.3805618947,0.5475103078,27.44657935,0.5081564506,0
21.35793892,31.99529404,6.918446789,1.931878977,0.2533542921,0.5828811572,15.04280642,0.6490421549,0
21.24535207,18.60565559,2.127984069,-10.38075655,0.2407484254,0.6476413832,17.76787038,0.3649907189,0
53.39059712,63.42918089,3.664161459,2.184076626,0.5409711201,1.711217249,36.28183181,0.985429686,1
27.36659191,37.00517811,5.267347877,-8.082313532,0.06924566739,1.151839056,30.7303679,0.4857397127,0
49.35418725,59.05526631,6.113126669,-3.637953038,0.237930724,1.180818478,35.88481391,0.8375545637,1
41.40663367,49.97570093,5.686837555,-2.98666242,0.2324925694,1.345694694,43.66404969,0.5096731485,0
43.93175906,52.19631267,4.710282752,0.7620647501,0.4301641376,1.468033852,35.48741563,0.9868714585,1
19.981129,15.54017646,2.389431184,1.849152639,0.2295472965,1.060193639,16.59386072,0.4501168001,0
25.48955624,29.11938081,5.713475568,1.005379326,0.6385926114,1.050355425,24.26558055,0.3204033582,0
35.32851692,46.42302378,5.883115766,-0.5835339297,0.4842560063,0.612634218,32.77784062,0.5314345495,0
19.25214581,27.71959767,4.288527327,-2.164063084,0.3179750271,0.9543294174,22.05361222,0.33985606,0
59.51456522,61.15636782,5.137732995,8.448317669,0.6428661003,0.5261291101,43.94912999,0.9992578457,1
54.66399826,57.98698493,4.567702406,-5.2561098,0.6087992317,1.183425755,43.35144671,0.9901589073,1
47.3405101,53.35881403,6.2848206,-4.589898697,0.3706856986,1.368758538,40.45202643,0.4763776212,0
28.78993846,29.64009032,5.509414186,9.96520266,0.08673331871,1.323858324,29.16971989,0.337510841,0
50.10420006,57.59148387,2.900400077,0.2870522301,0.1657832138,0.5560332386,40.24430145,0.8697058847,1
27.98558005,32.545254,4.371003953,-0.7580378552,0.1147883551,1.374127439,18.93331927,0.9514463788,0
29.16258049,35.32714656,4.31470854,7.780013166,0.08684245265,1.120723249,24.26200972,0.9633023826,0
46.10828378,57.02127718,2.713555772,-3.63670194,0.296387712,1.728608651,28.88989182,0.9083805753,1
47.43039701,43.75585879,6.301733103,6.624960442,0.3565676446,1.021589566,37.25541602,0.6568200985,1
30.84017421,32.822008,6.711180103,-6.769080493,0.4005198326,1.274096242,29.57475686,0.4235677817,0
34.61280505,50.0169428,3.420966555,-11.29959337,0.4244731161,0.4805275054,19.10628356,0.6112492545,1
21.04819556,26.45636214,4.105066516,9.535999989,0.3432947424,0.31410999,25.30609589,0.4133570975,0
26.98925858,34.25731735,5.776105945,6.700059873,0.05774454804,1.248555207,24.73278509,0.8081139346,0
21.30998268,27.49559442,6.267792784,-0.4442476247,0.1196820492,1.213472874,24.01256713,0.7562391805,0
31.07422763,28.16115398,4.093503282,-7.284018262,0.6683393551,0.8682528253,19.96504201,0.6197887715,0
28.23379545,34.35013758,2.279915484,6.922791556,0.2922892502,1.042928185,27.44705318,0.8529141126,0
36.19750409,41.58305605,2.447522702,-0.07444541938,0.5011142516,1.238404911,28.44361973,0.7723181871,1
32.71249463,37.3399579,6.186090018,-9.22701935,0.05612459786,0.9652627659,38.24701127,0.4173168907,0
42.43355963,48.14448839,5.636248507,-6.655116583,0.4779673238,1.447119293,38.89172102,0.5746499167,0
32.48682635,32.93920407,4.965625027,7.806514821,0.2237576548,1.675662805,30.67170384,0.7869177068,1
41.5369032,58.81189858,3.729904913,13.49980854,0.1251557563,1.227182955,28.81890888,0.6299229645,0
61.57481843,56.22178109,2.996854051,0.6709412314,0.6316205157,0.8241722393,38.34640805,0.8673858104,1
61.73000447,55.36285196,5.659368198,7.740188052,0.5578518143,1.371619334,41.61866856,0.9775537701,1
55.19697119,60.46264854,6.0699979,16.14575404,0.6724947081,0.5666212327,35.2475631,0.9851571509,1
46.39909289,46.40285815,3.997952399,-12.63590251,0.413305999,0.9936421563,39.01437147,0.6518439787,0
42.15223466,56.20407779,2.700065099,-3.499566447,0.3071469158,0.5086790959,43.17334061,0.5882638762,0
23.41489035,22.1232968,3.246632144,-2.849331318,0.04904622093,1.150243976,16.21967428,0.6951663994,0
63.24761863,73.23420981,2.424437973,17.12069922,0.4677738041,0.9023098274,41.27015175,0.7669144286,1
25.91193114,22.72130062,4.757884942,2.855342212,0.2598288328,1.225169362,23.29689217,0.9882341213,0
41.16482462,41.48953889,2.264955889,3.586194973,0.6581703177,1.233154722,29.27293498,0.7505285503,1
48.70492349,61.3405819,6.898795173,7.246761513,0.6423103281,1.261360363,38.90282871,0.853754495,1
40.62209497,53.64996645,3.746535214,-7.395648842,0.664390369,1.06814124,36.51726697,0.9806964904,1
23.49050815,22.5350775,3.796307176,-9.756083385,0.3292317736,1.228050657,19.41442716,0.7394116357,0
58.24602273,52.81156694,4.867909024,2.264907455,0.5820991629,1.063665047,34.76244777,0.8843688999,1
28.49353912,43.50039547,5.930256097,2.08492285,0.364273421,0.5197799752,17.0775621,0.6144819487,0
30.9505836,33.17458213,2.640721867,3.090851883,0.2854851156,1.275615737,25.71211885,0.6246974803,0
47.63200436,54.27122727,6.810942339,-1.416289757,0.8630583475,1.436920323,39.3848865,0.5641222746,1
26.94130894,34.09218245,5.549466054,-6.635398358,0.4499081198,0.3682564444,27.83114499,0.409067213,0
37.98172926,50.15541119,6.991371028,-5.664506445,0.4370680352,1.330636316,32.99563313,0.4685566219,0
46.07844987,52.22509228,2.499980277,9.793352438,0.3162367069,0.9369545128,36.84483849,0.9745430253,1
57.32220449,64.91669337,4.887122639,9.496405628,0.3947180861,1.012282348,39.63682825,0.5050055641,1
46.70151287,47.23880815,2.761422071,-8.148229764,0.4771149073,1.042247498,37.8154536,0.4686774501,1
16.16289618,12.61373987,6.04422397,5.06936826,0,0.897156712,15.21429826,0.8036397991,1
36.79124533,34.92732698,3.035518224,-1.583353671,0.6892070697,0.5467114541,27.60770501,0.7323581862,1
29.93335281,34.47865471,6.909783521,0.08074619856,0.2808989535,0.7112766374,28.89408654,0.5810478748,0
24.90981201,36.8340113,2.777998081,0.9143403212,0.2376545542,1.294867882,16.66498509,0.5402920562,0
27.83621058,24.68730061,6.043569275,-2.08441143,0.1170195613,0.2627694666,31.24326396,0.4179933516,0
35.81261859,34.55250673,3.879587181,2.211682855,0.2375180908,0.2320937584,33.23312254,0.3549652588,0
44.69626755,52.54245476,6.25834296,-4.246588859,0.690136359,1.138236224,39.85359585,0.3370314429,0
45.29539354,50.58888584,2.633694217,-0.2159265931,0.09559301843,0.4903577823,43.25427805,0.5027106645,0
21.63221374,30.84203499,2.565565252,-3.645505394,0.4378102786,0.2929172435,18.84443562,0.6577565729,1
19.30619588,22.50977225,5.275194996,-0.2284191683,0.3381775367,0.7608619823,21.91292023,0.6438178757,0
38.48185225,48.36449608,6.004322583,-4.92757324,0.2784566853,1.724635341,34.77475191,0.7862766382,1
25.01902622,24.14773609,6.202946441,5.379611791,0.652759963,1.062558227,18.97421966,0.9149672369,0
30.97848454,26.56116133,2.481674117,7.606628014,0.4335544205,0.7162141884,21.72235911,0.6710712179,0
35.72244391,53.01426739,5.185715868,12.10941794,0.4942174332,1.129664824,32.24587763,0.516160053,0
25.43596853,25.19204327,2.718128211,2.397718225,0.2806976854,1.043827361,20.08571171,0.9683545964,0
30.03937776,32.03575147,6.372712392,-6.661213735,0.594421085,0.8444346897,38.46690454,0.4237078564,1
45.51889306,58.95608964,6.012703277,4.794365886,0.4949167221,1.366005986,40.70926878,0.7437566556,1
13.57357469,28.65763068,4.233768298,-4.545392466,0.4000532176,0.613125348,16.01022614,0.4376339842,0
44.19972679,56.53130683,3.720641842,11.94221643,0.4665853776,0.9291136461,30.97934415,0.7039075626,1
49.61668449,52.87424612,5.681459572,0.9202565848,0.8004036892,0.5412944262,38.90854072,0.9876582569,1
43.28927715,43.68584209,4.787705474,9.920109879,0.6013231726,0.6084828359,44.25419043,0.3916302293,1
20.70655091,26.2754798,4.669072717,-0.2267855826,0.3144474938,0.6062547078,23.2277578,0.9156513202,0
21.07973425,26.24258294,6.938105242,4.608436093,0.2067658146,0.7165776761,20.0730319,0.4054121459,0
53.61035936,62.36925682,6.206655141,8.787857379,0.5436920797,1.460392945,41.30102791,0.8352332018,1
38.75721109,51.05654656,6.370211405,-4.371685495,0.1281982956,1.111533893,42.27547391,0.5687757593,0
16.38381785,20.75018915,2.417612748,-1.653295724,0.5869054084,1.261998238,20.92598668,0.6561324499,0
37.95984277,37.91938424,2.872170072,-3.499844987,0.4143375724,0.71070598,28.24589228,0.5780477576,1
54.8026689,56.06040252,2.082973837,3.884110577,0.6144006352,1.789396312,36.57696425,0.9442367056,1
46.36770991,47.9971867,6.177226194,-3.767068468,0.1494454911,0.507190569,40.36035476,0.6529946146,0
31.01461869,30.67786255,5.394613474,3.249985805,0.0723468299,0.6814045728,20.04825916,0.7186460907,1
41.13526277,43.40126439,6.798317507,4.910980951,0.2054822307,0.5816968469,34.94906889,0.6765531723,0
41.28121551,54.29886667,6.776991097,2.424584423,0.6819546516,1.368784832,39.23506378,0.609540911,1
35.32214249,46.73716386,2.557780873,-4.511386953,0.2507737922,1.333477297,31.49142362,0.4632539345,0
19.03113339,29.16460455,2.476771709,9.806860758,0.3695734864,0.2318392659,19.94149976,0.5290373913,0
19.06261912,22.41359905,3.682539594,-5.595827348,0.4458015356,1.39744089,16.06586414,0.8799370813,0
25.62379338,25.73745751,5.490921263,-1.813983802,0.2515803728,0.4185577836,23.44601454,0.6427304171,1
42.76528817,50.854022,3.311513497,-0.7809566492,0.2516738529,1.35664988,39.23612539,0.6250328045,0
32.17063162,41.80221195,6.82512508,2.509970438,0.4570252341,1.118739208,16.34298783,0.7768449272,1
39.81560457,42.12264238,3.008799566,8.613586629,0.3736986596,1.409801444,15.24649515,0.9545354951,1
34.80113934,39.0540682,2.718249023,7.391225106,0.6340362088,0.7158104373,25.84849943,0.4653633187,0
21.66884066,23.35324197,5.88034789,-9.047828147,0.1807859442,1.241741715,16.90866857,0.8960312109,0
21.01164426,29.99462193,6.528480693,2.140279152,0.2495025714,1.161605248,19.4845891,0.8862809923,0
10.6306063,10.78382972,3.353924988,-3.952743401,0.6734810442,0.8925447886,15.69571104,0.4692281168,0
34.72668163,38.20586998,4.789152349,-5.225966947,0.5648880151,0.5993638635,30.7415951,0.4166311958,0
44.32753159,36.96922489,3.632767385,13.24563183,0.6985271809,1.240057558,35.90087707,0.9705609306,1
25.91233243,29.16346652,3.955172655,-7.475821356,0.1670653369,0.6091143465,27.81160479,0.4928783773,0
23.25875326,30.31773627,2.304542944,6.486194278,0.1699409711,0.3714375236,19.03711376,0.3436176063,0
25.91524453,28.46905724,2.654908487,-2.534269772,0.2767278195,0.8754418568,24.94071633,0.3994734024,0
45.69370932,42.32227965,5.817741802,-5.151906166,0.1855209068,0.9844958537,32.71037563,0.5177845706,0
42.59358571,47.16982609,4.099134673,11.44838175,0.1357522401,0.3943922242,43.2198418,0.3281152925,0
52.67396741,55.64111777,3.75552773,3.218223576,0.1770390903,1.17134728,44.77673158,0.5601247034,0
25.50711541,38.55429066,4.769437304,0.2818350073,0.2884911026,1.158932996,22.2480875,0.6996971232,0
11.91442427,15.96780914,2.98780862,-0.9332489718,0.3033458236,0.2657500867,15.31739721,0.84709383,0
56.85516989,70.54332352,3.76691356,17.16071124,0.5376563134,1.212245998,39.91920978,0.9004997601,0
39.76112414,43.28899083,5.182964194,-8.571912031,0.3786170089,0.5878206081,42.79838813,0.9071901505,1
41.757369,43.12937414,6.084316144,1.238806696,0.7168810871,1.139873131,28.75810439,0.9529257409,1
43.38079807,46.53827774,3.705901658,6.840767696,0.0745439984,1.420082624,38.14327034,0.5936762506,0
42.66229448,50.91205736,3.670404927,-2.402918266,0.4463165295,1.049763142,40.98597102,0.8513361632,1
32.85902336,37.8480439,5.019585084,2.85828641,0.4181522618,0.9466050641,33.28844395,0.7406656171,0
41.22082313,43.30356617,4.523014678,10.9110735,0.114830909,0.4973703541,41.17881549,0.3254545965,0
11.44577107,11.11474414,5.565912938,9.263117251,0.258623505,1.036405786,15.71709078,0.4359658597,0
27.37294754,35.46482364,2.66016914,2.688700178,0.4474375229,0.5825370997,23.14785661,0.4469525092,0
24.51628892,30.9220624,4.145558573,-5.021803503,0.3844685123,0.9714515554,23.31658748,0.4528996134,1
23.01478174,27.37945937,3.926165787,-5.667920888,0.2826056771,1.261683816,18.61897285,0.4521157715,0
46.95302885,51.71640324,4.830662545,-2.400526575,0.3335338003,1.271249551,42.32140363,0.5255324467,0
15.89761033,18.37851813,4.679068685,-3.821100993,0.198927757,0.8261777733,15.913178,0.4406552807,0
31.11347153,30.4698318,2.308449776,6.893501255,0.1158601332,0.5530246736,35.17683089,0.471401108,0
23.60170282,31.47231714,6.51692818,-2.3943545,0.09421571704,0.688245279,17.14019062,0.4605415736,0
36.75217989,45.93517602,2.372369275,8.080930003,0.5048070528,0.6294575599,25.82341481,0.7513539273,1
30.13072707,41.6358773,4.947921586,8.712216783,0.4785867186,0.8125062422,27.54298628,0.5046235041,0
23.96293058,26.93947368,4.851251784,-7.165928678,0.200716923,0.4510068327,20.44212867,0.3863510649,0
32.72604755,32.71660907,2.141290189,5.807951765,0.2533532448,0.6358596334,30.6304231,0.9369259015,1
32.61726829,31.21727012,6.865130049,-1.314370225,0.4617788121,1.184234532,31.04975283,0.5802088502,0
23.32493343,31.14157988,4.214971497,-8.371200814,0.7294170803,0.7434345976,24.51131646,0.9846383098,0
50.41863016,53.19028127,2.871504107,-3.208098219,0.6326696438,1.541284787,37.11264179,0.7664987237,1
33.28506458,41.28393907,4.964297458,4.240919018,0.08924899309,1.341172505,19.80607232,0.4468493259,0
23.61983073,26.82099082,6.322233365,-0.9183845459,0.5280663989,0.9084360494,20.77524657,0.3901870624,0
39.30209521,39.23885608,6.204203348,8.047723475,0.3577985029,0.5952945592,25.63533054,0.8993432995,1
22.06685428,22.69442867,4.994500832,6.625701401,0.6195737565,1.054509766,26.351284,0.5037445514,0
22.67236928,16.1054015,3.040988631,13.59690965,0.05480565793,1.162759107,21.1885757,0.3396255521,0
52.54570991,61.54725252,5.272344834,-4.930924707,0.1334415572,1.692086417,42.56127615,0.7657520957,1
39.95268083,45.08186278,2.314932912,0.02708457192,0.2102210496,0.5746855369,39.84280709,0.3131555566,0
20.93291689,25.14782713,4.502606691,2.270159109,0.06317725268,0.9872028733,18.20630233,0.3522702095,0
29.29512563,38.0189334,5.469819301,0.6194317577,0.1486354986,1.102246584,26.08457747,0.8302382782,1
29.8339998,35.59311369,6.323594357,-0.4213074655,0.3670341648,0.8003454428,21.98013287,0.5002169968,1
32.02797198,29.69624116,3.031715758,-4.958425263,0.4132424637,1.076454304,28.53235809,0.8303202532,1
36.47952385,41.62524203,3.918376432,-3.646200132,0.4733018819,0.6198697982,23.28951559,0.7112824462,1
30.76918149,35.49968856,4.623110631,-4.239995644,0.3182248217,0.6020955652,30.05420673,0.3452250938,0
55.73363893,67.11221416,4.677325846,6.724814787,0.1927292436,0.8733367938,42.67809459,0.9484181811,1
32.09480001,35.86166387,6.888669244,4.985317181,0.06442720003,0.649942723,26.47533417,0.5294623065,0
48.45976923,52.68532252,6.366623146,1.357387513,0.2803055053,0.549693315,34.50384986,0.7985088207,1
38.18575388,50.1171258,3.312158256,2.645500475,0.2508195229,1.501960035,32.86863339,0.7484007962,1
39.7144744,47.70806005,5.306879638,-1.502744681,0.4437054465,1.301778208,37.55860683,0.5697501561,0
15.13025796,14.81173579,5.696918045,3.947798133,0.4448398114,0.8123352026,16.84995991,0.9117313558,0
38.98216424,41.15165791,6.752619085,9.574465416,0.4553540324,0.957192052,37.34471021,0.345360618,1
47.6980184,50.18991454,2.023970231,-7.89210588,0.4075171068,1.328104648,43.38827782,0.5109014021,0
30.96505901,37.83388296,3.22126793,5.422010057,0.2837662073,1.269322356,33.10678655,0.9450965439,0
21.91054719,25.40137945,3.471162988,12.2899761,0.7868216351,0.5321525717,23.62739826,0.4394629796,0
44.75675467,52.67928507,2.272388402,11.97676413,0.5232943021,1.48800368,35.17107655,0.5997711279,0
63.74002104,70.98123125,6.474516367,-1.192571694,0.6142433973,1.715166048,36.3614636,0.8933133597,1
39.58558661,47.48822862,2.067128906,-4.37862761,0.3438412358,0.6412894342,34.6935086,0.4793702059,0
23.89471965,19.81305437,3.343349154,-7.947948563,0.6647432607,1.012194501,19.40790947,0.5099565123,0
47.72437319,58.14966346,5.335232144,3.281171938,0.5620374969,1.431245025,44.20426705,0.4581218702,0
58.36056706,74.90397731,2.855492111,1.485946655,0.272703166,1.396535324,43.66150355,0.8120764407,1
31.79329854,41.04045551,6.273245149,4.136486573,0.3687921931,0.4301229228,27.73876598,0.6636590155,1
34.21726944,46.32420198,2.607878117,-9.617568936,0.2288160488,1.365847806,32.80911988,0.5986416597,1
17.37382424,18.4776019,4.310887383,0.4175600982,0.4621670926,0.317732311,16.18885722,0.9202316904,0
60.76252623,70.08579016,3.895004948,-0.2870480256,0.8773873062,1.251918262,44.65903004,0.7668963338,1
38.17299787,44.53607693,3.882063586,-3.081623461,0.6658782003,0.6355858738,39.56234978,0.3890287552,1
35.20477742,39.05511122,5.787022244,8.50901816,0.1820250681,0.6104402669,34.09507027,0.9785152267,0
49.85224327,69.78074772,6.873438761,0.5050574231,0.5454717116,1.07474296,37.83254233,0.7681309851,1
36.36800621,37.23099602,5.559723429,9.257663789,0.658893566,0.9471427861,20.64089786,0.8783876068,1
19.28566674,30.48032433,4.64906006,10.97859276,0.1731657916,0.2356120023,24.2296377,0.6954796021,0
29.53714017,25.14803114,2.532036856,12.01189592,0.3323384598,0.7676003882,22.39180933,0.9835772686,1
41.32130177,44.92020248,3.170340268,-2.834423761,0.2033059764,0.9064553088,32.8814736,0.5581045917,0
19.87074002,22.42832814,5.292284382,-1.21697142,0.8937786774,0.8223440014,17.75714556,0.6158744323,0
52.96713637,61.22441675,6.666374922,-0.3057612255,0.5596282443,1.059577538,41.86829956,0.6743125068,0
31.77352051,43.43554017,2.014538522,-3.354523788,0.1982349309,0.9258738417,28.86827826,0.5232550158,0
30.20993549,34.4336389,3.257852255,-1.187671229,0.1658977106,0.402793992,28.34437095,0.6632265113,0
25.03389798,31.36037549,3.447506212,3.224812223,0.6130064816,1.468829492,18.14133911,0.947302505,0
40.78867995,40.49581368,6.422696845,-0.09915956951,0.5073140787,0.8980617241,35.54712111,0.8260868443,1
67.37851847,76.1037641,3.556586186,5.387004547,0.4881584565,1.022135264,39.50681983,0.4412155692,0
35.02928636,43.73463447,2.30408021,-8.012902294,0.1191029271,0.440599839,33.88650514,0.8448503021,0
24.46315091,24.55308651,4.114942998,3.718771733,0.01838130656,1.24343617,22.26067822,0.3593263281,0
36.70780455,45.27691037,3.257399278,-5.084964682,0.3303969451,1.100344145,38.56262165,0.419233083,0
16.62440315,17.24638367,6.919423028,4.140728284,0.1855343678,0.6930546896,19.370383,0.5792634746,0
49.40818087,61.1966402,6.535645295,2.140260346,0.4141434733,1.763836986,39.81828987,0.7451694302,1
32.61293759,38.28006699,4.042892542,0.1151872866,0.2304500355,1.100719152,32.42116112,0.4057420157,0
29.57058019,28.05307341,2.880553364,1.328452059,0.3122731693,0.597804141,23.68118435,0.7105660692,0
39.10125714,44.63067547,5.629427528,-5.321721163,0.4878562793,1.631655138,30.397302,0.7058650605,1
39.97431297,50.11075299,3.485442592,-3.747083096,0.3953233433,0.5250333707,33.86554209,0.9580005139,0
28.44366928,37.33081714,6.8965557,0.1186479731,0.09173967205,0.8713058553,22.75768496,0.5328561863,0
53.79022265,62.87674434,3.693036194,12.265707,0.3543258033,1.150840106,40.40719681,0.9625351396,1
28.96860778,29.60771731,2.707798785,2.312760591,0.1169544425,1.199443932,27.63761126,0.4988354745,0
65.21396371,66.75197875,2.386508897,-11.04586423,0.5609602973,1.043387695,41.77012372,0.8960945407,1
40.14416315,54.90627826,2.255840378,-5.447974054,0.7025128032,1.794232877,40.06405683,0.7640392715,0
24.64796412,30.32435692,5.763844224,3.557018445,0.4905515566,1.73914124,17.98042542,0.7472276153,1
43.74917696,55.9210437,4.471108042,-4.231178918,0.4985117586,1.077431199,34.38762328,0.5883510811,0
21.48223799,25.97057636,5.794514236,3.365799402,0.6099455556,0.4700867654,24.31483699,0.375622502,0
43.52129435,54.81555749,5.379442414,-1.660305198,0.4201274199,0.4704542322,37.62159591,0.6178206593,0
36.77955833,37.04545095,5.099048679,-2.834822515,0.1290744646,1.485685278,31.27894972,0.6236538702,0
35.93410261,42.86586297,5.110072074,0.3409275253,0.5342620884,0.9401789047,28.72796624,0.7198713455,0
40.41577655,50.44648397,4.243625051,-4.44895273,0.2063941518,0.296009003,41.86100354,0.3425795601,0
27.96507562,43.06360028,5.908558187,-3.075273893,0.3055634605,0.6326365998,16.71760679,0.640252121,0
32.95412079,38.8764591,3.49669467,-10.00364995,0.2925606253,0.302922862,31.71952878,0.921045901,0
37.45314026,50.97463133,2.776710877,-3.93420199,0.1486685398,1.181869942,24.83733298,0.902832267,0
22.8099719,30.05205996,3.577720318,1.68151386,0.4399597554,0.5050627469,16.05820009,0.6121600485,0
52.19986428,61.27334341,3.063093197,14.1530076,0.2269222986,1.239533158,37.60555556,0.6669796955,1
55.03011546,57.3792453,3.577457708,6.180749809,0.6133934629,1.110444182,31.85221968,0.9206731393,1
60.5500018,64.25400479,2.41063266,3.192966848,0.2134465219,1.677898556,41.82436011,0.9978706735,1
35.51419245,34.22861131,5.464052117,5.65523676,0.08264803698,0.5394066236,32.94783683,0.4718854494,1
33.37074722,40.3083233,2.768066892,5.884909265,0.5387669537,1.089010224,25.11102838,0.6897562229,0
49.99453375,53.76059318,3.917753214,2.606380448,0.1270984495,0.9631419357,44.55658966,0.6996522192,0
24.51043214,30.88945695,2.059780461,3.684427294,0.4158847328,0.4284388775,18.47142152,0.686914623,0
